transaction_id,user_id,user_name,spend_date,price,category,description
3ab5e4b7-5232-415a-8bf8-4dad8cd5c840,U001_Frugal,Rahul Sharma,2023-01-04,196,Entertainment,PVR Cinemas
b5d0ffd8-8ce6-445e-bde4-774bd8fc52cf,U003_Wealthy,Vikram Oberoi,2023-01-04,5146,Food,Dominos
a49e5c1a-e929-47ea-bf2f-7c86ec296092,U004_Poor,Sunita Devi,2023-01-04,1201,Food,BigBasket
d85a81b2-db35-4bf2-9acd-7189d66eb6b2,U004_Poor,Sunita Devi,2023-01-04,528,Utilities,Gas Pipeline
3dccbc05-c6b9-4420-81f1-df4a2ab4b322,U004_Poor,Sunita Devi,2023-01-04,307,Transport,Metro Card
e7d3880c-50ee-4a33-a948-e4a94dbe8b1c,U004_Poor,Sunita Devi,2023-01-04,64,Shopping,DMart
64327ab0-d2f9-4962-904a-5ef0b10863d0,U005_Freelancer,Arjun Kapoor,2023-01-04,2082,Entertainment,BookMyShow
0aa9101f-294a-47e9-ac07-613ec9ec3d7d,U005_Freelancer,Arjun Kapoor,2023-01-04,2043,Entertainment,Goa Trip
7bcd548c-6259-4a72-8bde-d581cd4d8611,U001_Frugal,Rahul Sharma,2023-01-05,304,Utilities,MSEB Electric Bill
9915e692-8986-4ff0-b8e9-2a1cb53db99e,U002_HighEMI,Priya Mehta,2023-01-05,60000,EMI,SBI Car Loan EMI
c40689bd-7bfc-4de1-9e3b-acbb192d442d,U003_Wealthy,Vikram Oberoi,2023-01-05,40000,EMI,HDFC Home Loan EMI
2ac1a253-1c9d-4324-9d4e-8e31bec9d439,U003_Wealthy,Vikram Oberoi,2023-01-05,2463,Transport,IRCTC Train
95ff9778-6527-4e99-86eb-d67b2af55bdb,U005_Freelancer,Arjun Kapoor,2023-01-05,15000,EMI,ICICI Personal Loan EMI
781a5474-26e7-493e-9397-349fed9120ff,U002_HighEMI,Priya Mehta,2023-01-06,673,Utilities,Water Tax
0c8da081-83d2-4305-9a8b-634f61aba508,U002_HighEMI,Priya Mehta,2023-01-06,382,Transport,Ola
53403d43-4170-40b4-9027-af7015f33255,U002_HighEMI,Priya Mehta,2023-01-06,190,Entertainment,Goa Trip
c5671406-400d-4e63-b1bf-2b75ee38f067,U003_Wealthy,Vikram Oberoi,2023-01-06,1028,Utilities,Gas Pipeline
fabe8121-1f83-4cb3-853b-7ac122d2436c,U003_Wealthy,Vikram Oberoi,2023-01-06,6754,Entertainment,Amusement Park
c9eae6da-23dd-46b9-bb4c-37c6481fe32c,U004_Poor,Sunita Devi,2023-01-06,1188,Food,Starbucks
08678470-d404-4a7d-963a-cb66c240eb65,U005_Freelancer,Arjun Kapoor,2023-01-06,2397,Food,Swiggy
ec8523de-edc5-413a-bef0-bb7f6045d643,U001_Frugal,Rahul Sharma,2023-01-07,161,Transport,IRCTC Train
3b869d2c-6a38-468e-88bc-fd8db7c053ef,U002_HighEMI,Priya Mehta,2023-01-07,1474,Food,Dominos
2d7b64be-1739-4208-8ccc-66b52e169fb4,U004_Poor,Sunita Devi,2023-01-07,34,Shopping,Amazon
099b6185-137a-4254-9d9b-9fcb16cf296a,U005_Freelancer,Arjun Kapoor,2023-01-07,675,Utilities,Jio Broadband
f0ae85ca-e839-41dc-8283-7888644adbd4,U005_Freelancer,Arjun Kapoor,2023-01-07,1893,Transport,Petrol Pump
7e29bc4f-3cd6-4753-9fcc-68c78c51145e,U005_Freelancer,Arjun Kapoor,2023-01-07,1874,Shopping,H&M
2529a7e9-3569-4483-83de-cdc87bdc5d57,U003_Wealthy,Vikram Oberoi,2023-01-08,25676,Shopping,Myntra
454b8e86-5eed-4067-8cb2-307f6f7df6a2,U005_Freelancer,Arjun Kapoor,2023-01-08,1938,Transport,Uber
50937f69-8948-4011-8d00-b48c6d559879,U001_Frugal,Rahul Sharma,2023-01-09,228,Transport,Metro Card
76925e51-0398-4358-b817-0031503cb323,U002_HighEMI,Priya Mehta,2023-01-09,1446,Food,Zomato
cd3fb99a-790c-4d6c-987e-429b896c98ff,U002_HighEMI,Priya Mehta,2023-01-09,1473,Food,McDonald's
71e98dac-70d1-497e-831d-548eda2a8e05,U003_Wealthy,Vikram Oberoi,2023-01-09,6686,Entertainment,BookMyShow
722b5596-accd-4c29-bb56-c83f5015d2e1,U001_Frugal,Rahul Sharma,2023-01-10,119,Subscription,Spotify
fd21e404-393d-4050-9319-1254938dc7b9,U001_Frugal,Rahul Sharma,2023-01-10,299,Subscription,Hotstar
f74c4f89-25c0-41f6-bbca-4eb37dcc6531,U001_Frugal,Rahul Sharma,2023-01-10,269,Utilities,Gas Pipeline
ae6f87b3-5088-4a44-832c-4edc75976983,U001_Frugal,Rahul Sharma,2023-01-10,74,Shopping,DMart
a09ce649-8181-4b83-9ae4-54bcc582aaee,U002_HighEMI,Priya Mehta,2023-01-10,649,Subscription,Netflix
a64282a3-f0ed-4427-9350-04ec04c91ac4,U002_HighEMI,Priya Mehta,2023-01-10,299,Subscription,Amazon Prime
08844558-d9ff-4fc7-9cf3-035f4c1ca679,U002_HighEMI,Priya Mehta,2023-01-10,1500,Subscription,Gym Membership
d3ae773f-2df6-47c9-92a1-25f712dea280,U002_HighEMI,Priya Mehta,2023-01-10,177,Entertainment,BookMyShow
f80a7ee9-d4e8-4e8e-9c14-4fede6afbc19,U002_HighEMI,Priya Mehta,2023-01-10,546,Shopping,Flipkart
d115f4da-d3f5-4d8b-b268-88f036609aaf,U003_Wealthy,Vikram Oberoi,2023-01-10,649,Subscription,Netflix
a34e0e18-646b-4c02-8515-fcb6aab9d68a,U003_Wealthy,Vikram Oberoi,2023-01-10,119,Subscription,Spotify
007f7637-150a-44fa-9dfc-a29d69a2fe29,U003_Wealthy,Vikram Oberoi,2023-01-10,299,Subscription,Amazon Prime
7041726c-1e86-40bf-adf9-2e8e9211fa10,U003_Wealthy,Vikram Oberoi,2023-01-10,5000,Subscription,Gym Membership
83c4ee83-f82a-4d2b-a99b-2b5bc9f161eb,U003_Wealthy,Vikram Oberoi,2023-01-10,299,Subscription,Swiggy One
116ff686-afb5-4143-a4e3-46ede15d1008,U003_Wealthy,Vikram Oberoi,2023-01-10,5190,Food,Zomato
a91bf51e-70ae-41d4-9514-afc4ebac919a,U004_Poor,Sunita Devi,2023-01-10,376,Transport,Metro Card
34a2d94d-5ece-46b2-ac85-b2c044143357,U005_Freelancer,Arjun Kapoor,2023-01-10,299,Subscription,Hotstar
a0115904-a3b1-4226-8f8c-c94339387d6f,U005_Freelancer,Arjun Kapoor,2023-01-10,119,Subscription,Spotify
ce98a2dd-864f-4d45-ae50-e2a3280b017c,U005_Freelancer,Arjun Kapoor,2023-01-10,199,Subscription,Zomato Gold
a90c7c76-6ba2-4945-8f8b-ed3297b1186a,U005_Freelancer,Arjun Kapoor,2023-01-10,2451,Food,Zomato
e5af01a5-8c80-4c68-94f1-791c7883d916,U005_Freelancer,Arjun Kapoor,2023-01-10,2086,Entertainment,Amusement Park
ef5c54c8-720f-4256-bf8f-24bff024b8d4,U001_Frugal,Rahul Sharma,2023-01-11,285,Utilities,Water Tax
b26db293-5c23-4a95-9750-50dfc824229e,U001_Frugal,Rahul Sharma,2023-01-11,214,Transport,IRCTC Train
1573f63b-76f3-46d1-b42f-a07c5d2256c9,U001_Frugal,Rahul Sharma,2023-01-11,177,Entertainment,BookMyShow
2590cbc6-43aa-4dd4-bbe2-bf0a1eacb20b,U002_HighEMI,Priya Mehta,2023-01-11,215,Entertainment,Amusement Park
4600fe0a-be69-4dee-9af2-8d6f5706c1da,U003_Wealthy,Vikram Oberoi,2023-01-11,1014,Utilities,MSEB Electric Bill
e0032237-a539-4788-bd6f-01a99bf9bd4b,U004_Poor,Sunita Devi,2023-01-11,365,Transport,Petrol Pump
3323070e-d8f6-4938-9193-c3a365f8e741,U004_Poor,Sunita Devi,2023-01-11,72,Shopping,Croma Electronics
57e87c28-9ffa-407b-abbf-4d52d304a4a6,U002_HighEMI,Priya Mehta,2023-01-12,174,Entertainment,Sports Club
b61f7bb8-f3d3-490c-9208-66024d8464c8,U003_Wealthy,Vikram Oberoi,2023-01-12,1082,Utilities,Gas Pipeline
f74441ae-5baf-46bb-ac0b-fcb7c71b0cd5,U003_Wealthy,Vikram Oberoi,2023-01-12,2419,Transport,IRCTC Train
f6c0ac36-0f1a-4813-bcaa-f14e9519d180,U003_Wealthy,Vikram Oberoi,2023-01-13,5168,Food,Starbucks
4f850ee1-6291-4c2f-a19a-b22a47648ef6,U004_Poor,Sunita Devi,2023-01-13,367,Transport,IRCTC Train
f4583b03-48c3-4c42-8190-7903de68fa37,U002_HighEMI,Priya Mehta,2023-01-14,1440,Food,Blinkit
2aed1867-48f6-4996-824d-c345e007bc90,U003_Wealthy,Vikram Oberoi,2023-01-14,6702,Entertainment,PVR Cinemas
19f5d155-5481-44d8-9c58-7564aa8d1443,U003_Wealthy,Vikram Oberoi,2023-01-14,330635,Shopping,ANOMALY - Flipkart
19b0cce6-2e3f-48f5-8727-fdc797224876,U004_Poor,Sunita Devi,2023-01-14,1178,Food,Dominos
5fae8549-23ec-4ea1-b7c2-b033008d8cbf,U004_Poor,Sunita Devi,2023-01-14,41,Shopping,DMart
80730ac0-028a-40ee-83db-d596310072ef,U004_Poor,Sunita Devi,2023-01-14,49,Shopping,Flipkart
af41a2b0-47e7-4a73-b85f-3af4ef0eb699,U005_Freelancer,Arjun Kapoor,2023-01-14,2392,Food,Starbucks
32463e40-8bf5-441a-bad0-11fe7f9548b0,U003_Wealthy,Vikram Oberoi,2023-01-15,2401,Transport,IRCTC Train
1bf1b2c4-6726-493c-9eec-8140011e6e2c,U001_Frugal,Rahul Sharma,2023-01-16,189,Transport,Ola
6febe975-a51d-42a4-9d76-f353fd2053da,U002_HighEMI,Priya Mehta,2023-01-16,583,Utilities,Gas Pipeline
5ddd2b8b-ee8f-4318-a655-97cf81a904c9,U004_Poor,Sunita Devi,2023-01-16,1128,Food,Zomato
6e2a7093-37f8-4148-a724-025176f375a1,U004_Poor,Sunita Devi,2023-01-16,1218,Food,McDonald's
b6e38e4a-044c-4867-856e-f1b609e3ffaa,U004_Poor,Sunita Devi,2023-01-16,519,Utilities,Airtel Postpaid
d2c5738f-b8a3-4005-828a-11df7789e437,U004_Poor,Sunita Devi,2023-01-16,69,Entertainment,PVR Cinemas
37360b29-4748-495f-9d80-23d4fe9cb855,U005_Freelancer,Arjun Kapoor,2023-01-16,2008,Entertainment,Sports Club
23702d9a-249a-4178-bab0-6f36ca09299d,U001_Frugal,Rahul Sharma,2023-01-17,152,Entertainment,PVR Cinemas
1a0610f1-7e2e-4c47-aba5-b47a5f254ebb,U002_HighEMI,Priya Mehta,2023-01-17,385,Transport,Uber
6658fb02-9c3c-45a4-8c1b-62fe71c82656,U004_Poor,Sunita Devi,2023-01-17,542,Utilities,Jio Broadband
fca61df5-c12e-496b-8d6d-be59e19bdd11,U001_Frugal,Rahul Sharma,2023-01-18,266,Utilities,Tata Power
dfad0e53-2a84-41b6-a4b3-31c038a217e2,U001_Frugal,Rahul Sharma,2023-01-18,208,Transport,Ola
04266db6-895d-4547-9e19-2ed14cf3d29f,U002_HighEMI,Priya Mehta,2023-01-18,620,Utilities,Gas Pipeline
32a12ed7-03b2-4804-a701-ec558cfe0d50,U003_Wealthy,Vikram Oberoi,2023-01-18,6725,Entertainment,Sports Club
aecebdfa-fdd5-47e2-9db0-193fc8c4191a,U004_Poor,Sunita Devi,2023-01-18,533,Utilities,Jio Broadband
890237f8-93d4-4f67-91ec-6cce1cf62921,U005_Freelancer,Arjun Kapoor,2023-01-18,610,Utilities,Gas Pipeline
d6584beb-d82a-4750-add6-40e0511b9338,U001_Frugal,Rahul Sharma,2023-01-19,428,Food,Blinkit
6db083dd-4ca8-4656-ba92-f15a06c37006,U001_Frugal,Rahul Sharma,2023-01-19,301,Utilities,Gas Pipeline
a1c44177-07b0-411d-8e0a-67360c2293cc,U003_Wealthy,Vikram Oberoi,2023-01-19,2389,Transport,IndiGo Flight
dc4c59bc-d5e2-469b-9e62-d1f077c5e7ea,U004_Poor,Sunita Devi,2023-01-19,92,Entertainment,Goa Trip
8f14b8a6-8196-49e5-bed1-29a60c6bcd8d,U001_Frugal,Rahul Sharma,2023-01-20,49,Shopping,Croma Electronics
e10f3377-51f9-4e9a-8f03-08a75727d71f,U002_HighEMI,Priya Mehta,2023-01-20,161,Entertainment,Goa Trip
46c813b0-a122-488f-b0ab-b7e452455c15,U003_Wealthy,Vikram Oberoi,2023-01-20,1041,Utilities,Airtel Postpaid
019c4bb3-b122-407d-9440-43dd37722e6f,U003_Wealthy,Vikram Oberoi,2023-01-20,1094,Utilities,Gas Pipeline
b2e49aa5-c4a4-4691-a35b-1db9ebaf127d,U003_Wealthy,Vikram Oberoi,2023-01-20,25687,Shopping,DMart
ad6e5185-85d1-4eda-8115-1d0fb6a08bab,U004_Poor,Sunita Devi,2023-01-20,555,Utilities,Jio Broadband
fa2b39aa-6c74-4959-b8c9-449ff026ed62,U004_Poor,Sunita Devi,2023-01-20,366,Transport,Petrol Pump
f400e6d0-0997-4d2d-926f-85c622e64be2,U004_Poor,Sunita Devi,2023-01-20,26,Shopping,Croma Electronics
e0bbd7ff-59b6-4575-b637-1ca50b5f0abd,U005_Freelancer,Arjun Kapoor,2023-01-20,2424,Food,McDonald's
9d70ca40-503c-4f55-a371-dcbc48de7026,U005_Freelancer,Arjun Kapoor,2023-01-20,1825,Shopping,Reliance Trends
d52bcf8c-354a-4d3d-afec-207ac793cbdc,U005_Freelancer,Arjun Kapoor,2023-01-21,2045,Entertainment,PVR Cinemas
ca8b23ea-7bbe-4f7a-8764-1a15c7a98ff6,U005_Freelancer,Arjun Kapoor,2023-01-21,2083,Entertainment,PVR Cinemas
33aa46a4-b636-401c-95fa-308265b26add,U003_Wealthy,Vikram Oberoi,2023-01-22,5159,Food,Starbucks
e23f2940-9442-4a73-9445-856c8e7cf7b6,U003_Wealthy,Vikram Oberoi,2023-01-22,2441,Transport,Rapido
0be9caeb-caa8-4a03-a042-9e9fc46f1f8f,U004_Poor,Sunita Devi,2023-01-22,41,Shopping,DMart
1be95199-c8d2-4b04-9880-8e02ad66ccfe,U002_HighEMI,Priya Mehta,2023-01-23,165,Entertainment,PVR Cinemas
2c33d8f3-c825-453f-8a1e-9078201e5fcb,U003_Wealthy,Vikram Oberoi,2023-01-23,6696,Entertainment,Amusement Park
396c1dcf-cc3c-4402-8e1a-7c6f794950b1,U001_Frugal,Rahul Sharma,2023-01-24,308,Utilities,Tata Power
aeaa5cf0-7586-49b4-9ac4-1b34f171a3b6,U001_Frugal,Rahul Sharma,2023-01-24,233,Transport,IRCTC Train
ad08e47a-3959-4c5d-aa54-7b3707a50c9c,U002_HighEMI,Priya Mehta,2023-01-24,388,Transport,Metro Card
a9126eeb-7b77-46c5-8a40-e127ed492d90,U003_Wealthy,Vikram Oberoi,2023-01-24,1067,Utilities,Gas Pipeline
e07e5bc4-1d6a-4906-b8ad-8503049d361c,U003_Wealthy,Vikram Oberoi,2023-01-24,1100,Utilities,Water Tax
7c541393-f2b8-49f0-9e2a-106384d38a08,U003_Wealthy,Vikram Oberoi,2023-01-24,25688,Shopping,Amazon
c5765789-19cc-4103-9734-39c0927aa2ec,U004_Poor,Sunita Devi,2023-01-24,36,Entertainment,PVR Cinemas
37669298-aff9-4d96-9ba5-dcd68de3561d,U005_Freelancer,Arjun Kapoor,2023-01-24,638,Utilities,Jio Broadband
afe8fceb-a1e6-4b4f-827f-2e7d44a2de4d,U001_Frugal,Rahul Sharma,2023-01-25,485,Food,Blinkit
a8dfda55-f9d1-4e56-bec7-9f1402344977,U001_Frugal,Rahul Sharma,2023-01-25,207,Transport,Rapido
d0fdfc4f-872f-4127-b316-3e9517967b4b,U001_Frugal,Rahul Sharma,2023-01-25,168,Entertainment,Amusement Park
90410468-207a-4f10-9c45-220746c20775,U002_HighEMI,Priya Mehta,2023-01-25,1482,Food,Swiggy
733358f6-2eb1-4e9c-8d0f-1aa8cdcda91e,U002_HighEMI,Priya Mehta,2023-01-25,344,Transport,Petrol Pump
4bd69214-29d4-4025-bd6f-948fb9262b1f,U004_Poor,Sunita Devi,2023-01-25,1213,Food,Dominos
f8ee3a2a-c606-4cb2-8a4c-c807d3928658,U005_Freelancer,Arjun Kapoor,2023-01-25,2486,Food,Swiggy
7aaa568b-6e98-4965-b630-19d9afb02c17,U005_Freelancer,Arjun Kapoor,2023-01-25,672,Utilities,Tata Power
40258258-fdd9-4009-9a2f-a20dd076bdb8,U002_HighEMI,Priya Mehta,2023-01-26,630,Utilities,MSEB Electric Bill
aafdacaf-e9ab-4bd9-bde5-b07c739cf874,U003_Wealthy,Vikram Oberoi,2023-01-26,2427,Transport,Metro Card
3506a681-d397-4f62-bf77-c367557702a7,U003_Wealthy,Vikram Oberoi,2023-01-26,6698,Entertainment,Sports Club
c0d91e95-aa35-4ac4-b390-4f6405008494,U004_Poor,Sunita Devi,2023-01-26,1211,Food,Swiggy
1f4c9bd7-42b1-4008-9168-7c71b79fb6ba,U005_Freelancer,Arjun Kapoor,2023-01-26,637,Utilities,MSEB Electric Bill
f3228875-2182-4b77-8ff5-2ad2ceabcf52,U001_Frugal,Rahul Sharma,2023-01-27,133,Entertainment,Amusement Park
5cb08e8f-62ca-482d-867b-7fd2e0dbfc6c,U002_HighEMI,Priya Mehta,2023-01-27,654,Utilities,Jio Broadband
d5dfb894-783a-4994-ae3e-83660d24c19a,U005_Freelancer,Arjun Kapoor,2023-01-27,2406,Food,Zomato
96ebf535-fcf5-406a-b596-173aeae3fa5b,U001_Frugal,Rahul Sharma,2023-01-28,147,Entertainment,Sports Club
7dd67b4e-ad2e-4f60-9ca0-14a38699f2c5,U003_Wealthy,Vikram Oberoi,2023-01-28,6726,Entertainment,Amusement Park
4cf7cd25-d15b-4bc2-88b7-8ad9a9a03b9f,U004_Poor,Sunita Devi,2023-01-28,83,Entertainment,BookMyShow
cec91647-5274-4cde-bd46-1191d00ee3f2,U004_Poor,Sunita Devi,2023-01-28,14,Entertainment,Goa Trip
5a6a733a-d9c9-45ae-8d8d-c457adbff4f9,U005_Freelancer,Arjun Kapoor,2023-01-28,691,Utilities,Jio Broadband
ec30ce32-814c-4f4a-bc3d-39d21949bdc8,U001_Frugal,Rahul Sharma,2023-01-29,144,Shopping,Flipkart
958ca7eb-a45a-46d9-ae33-76517c4d742e,U002_HighEMI,Priya Mehta,2023-01-29,557,Shopping,Reliance Trends
b85cc3e3-101c-4ec4-8198-f169c89c1435,U003_Wealthy,Vikram Oberoi,2023-01-29,5197,Food,Dominos
a95839f3-91c8-4320-931f-8d21c9b6514e,U003_Wealthy,Vikram Oberoi,2023-01-29,1104,Utilities,Tata Power
13d1c7a2-a1c1-44b9-b6db-dcb4aee42d6d,U003_Wealthy,Vikram Oberoi,2023-01-29,2465,Transport,IRCTC Train
dc08c277-fdd3-4eff-94a9-45b681a75ca3,U003_Wealthy,Vikram Oberoi,2023-01-29,2444,Transport,Petrol Pump
c31075c0-0289-4c8e-8cfa-f443f998e52a,U005_Freelancer,Arjun Kapoor,2023-01-29,2416,Food,Dominos
d66c2de1-8f23-4d09-bdee-bff06e1abfbc,U001_Frugal,Rahul Sharma,2023-01-30,414,Food,Blinkit
ef9d9aec-324a-447c-9d71-cb1b599fa8c6,U002_HighEMI,Priya Mehta,2023-01-30,512,Shopping,Flipkart
45861d7e-e393-4336-a46b-9867d6b13226,U003_Wealthy,Vikram Oberoi,2023-01-30,6698,Entertainment,PVR Cinemas
1503625e-9d8f-4167-8b3f-53a742deaf9d,U002_HighEMI,Priya Mehta,2023-01-31,1441,Food,Local Dhaba
dd5dbcaa-c96f-4b3f-a761-7f7fda5822ec,U002_HighEMI,Priya Mehta,2023-01-31,318,Transport,Rapido
707f2823-f4d5-45ce-b7be-c319f751f81f,U005_Freelancer,Arjun Kapoor,2023-01-31,2400,Food,Blinkit
64f25ba8-c185-4afd-b477-2f9f55158a85,U005_Freelancer,Arjun Kapoor,2023-01-31,1937,Transport,Uber
c219ac15-7d80-4ce2-bd42-ea2956781292,U001_Frugal,Rahul Sharma,2023-02-01,60000,Income,Bonus Credit
884411f1-31f9-4011-b205-3ed45e8d0e80,U002_HighEMI,Priya Mehta,2023-02-01,85000,Income,Bonus Credit
a12d5bec-78df-4212-945d-c0648d0e7121,U002_HighEMI,Priya Mehta,2023-02-01,1838,Food,BigBasket
0f8ffa05-430b-4fd1-b774-0e57ae08234f,U002_HighEMI,Priya Mehta,2023-02-01,572,Entertainment,BookMyShow
2ab203dc-9107-4645-a3a8-21214451c7d9,U003_Wealthy,Vikram Oberoi,2023-02-01,350000,Income,Bonus Credit
8523ab11-5be9-47ca-b22d-8d87dc27fca0,U004_Poor,Sunita Devi,2023-02-01,18000,Income,Salary Credit
b86be379-35aa-4b19-bc1a-7aafb6f94a86,U005_Freelancer,Arjun Kapoor,2023-02-01,103183,Income,Consulting Fee
1e0b001d-941c-4189-9110-84b8de054bd6,U005_Freelancer,Arjun Kapoor,2023-02-01,1819,Food,Zomato
1fb3aac9-c4b3-4752-bc35-d7ab93a3fa0e,U005_Freelancer,Arjun Kapoor,2023-02-01,685,Transport,Ola
891497ac-7929-4b5a-85af-58c29ce2aa08,U005_Freelancer,Arjun Kapoor,2023-02-01,683,Transport,Metro Card
d6cbc052-791f-4d5b-ab79-990d60ed1384,U005_Freelancer,Arjun Kapoor,2023-02-01,416,Shopping,DMart
a54fe116-ec76-4cda-aad6-8ed4cdb8b32e,U001_Frugal,Rahul Sharma,2023-02-02,1198,Food,Swiggy
4e0922eb-094b-43d1-a070-8fb53777d5d9,U001_Frugal,Rahul Sharma,2023-02-02,238,Utilities,Gas Pipeline
dc53b57c-9e14-4c16-a92c-61409b347711,U002_HighEMI,Priya Mehta,2023-02-02,287,Shopping,H&M
cbf479a8-435f-4ca7-9ddd-d5fe05d573f1,U003_Wealthy,Vikram Oberoi,2023-02-02,6223,Food,Swiggy
a3f89702-6421-43b0-9c2a-ab3ec54b2ab8,U004_Poor,Sunita Devi,2023-02-02,213,Transport,Metro Card
b22178de-4972-476b-b833-55c5616fbc09,U005_Freelancer,Arjun Kapoor,2023-02-02,347,Shopping,Reliance Trends
e7c63928-db27-48bf-964a-3866e6514e68,U001_Frugal,Rahul Sharma,2023-02-03,116,Entertainment,Amusement Park
44948d6a-6e4a-44f5-a10a-9d3dee933f91,U002_HighEMI,Priya Mehta,2023-02-03,334,Transport,Ola
9d691b71-b455-4104-a4ed-d5b012d217ca,U004_Poor,Sunita Devi,2023-02-03,1327,Food,Starbucks
6315e65f-ab9c-4983-8f37-1e816a7bfbcd,U005_Freelancer,Arjun Kapoor,2023-02-03,1859,Food,Blinkit
68301b34-c74d-4847-ba6b-bdd3708fba8f,U001_Frugal,Rahul Sharma,2023-02-04,54,Shopping,H&M
8484a65a-eb54-4685-92d7-fd4dfff24bdc,U002_HighEMI,Priya Mehta,2023-02-04,1840,Food,Zomato
f17701f2-6a56-4708-8a7d-928a5f527072,U002_HighEMI,Priya Mehta,2023-02-04,497,Utilities,Water Tax
dc227a1f-12fa-45d6-90bf-b99cf619503c,U002_HighEMI,Priya Mehta,2023-02-04,238,Shopping,Flipkart
842a25f6-cd80-4b13-8a84-998dc3389c6d,U004_Poor,Sunita Devi,2023-02-04,149,Transport,Petrol Pump
c0f42dad-3902-447e-9f5e-ef86cb55d9af,U004_Poor,Sunita Devi,2023-02-04,64,Shopping,Reliance Trends
b098f348-8078-42bf-b58b-624d80801d02,U005_Freelancer,Arjun Kapoor,2023-02-04,881,Utilities,Jio Broadband
a4da0636-4617-4b07-81b6-fd9c716a6dd1,U005_Freelancer,Arjun Kapoor,2023-02-04,687,Transport,Rapido
a0210feb-0401-4610-9c7c-f39900e6aa89,U005_Freelancer,Arjun Kapoor,2023-02-04,1158,Entertainment,Sports Club
56acc3a5-8f84-4bb0-9421-335fb6dbff02,U005_Freelancer,Arjun Kapoor,2023-02-04,1084,Entertainment,BookMyShow
8fc98550-7803-481b-8eb1-6cf9bf194021,U001_Frugal,Rahul Sharma,2023-02-05,1126,Food,McDonald's
aaca0822-299c-415c-bb0a-3573cc861523,U001_Frugal,Rahul Sharma,2023-02-05,131,Shopping,DMart
8d3527f8-e1cf-45dd-95bc-a7f2ebd1ca15,U002_HighEMI,Priya Mehta,2023-02-05,60000,EMI,Bajaj Finserv EMI
